============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.10-p002_1
  Generated on:           Aug 04 2023  11:37:13 am
  Module:                 ModRed
  Technology library:     fast_vdd1v0 1.0
  Operating conditions:   PVT_1P1V_0C (balanced_tree)
  Wireload mode:          enclosed
  Area mode:              timing library
============================================================

    Instance                     Module                  Cell Count  Cell Area  Net Area   Total Area   Wireload  
------------------------------------------------------------------------------------------------------------------
ModRed                                                         7455  19845.576     0.000    19845.576 <none> (D)  
          m1     ka_4x4_255_952                                  40     74.214     0.000       74.214 <none> (D)  
            m1   ka_2x2_1023_3505                                 6      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3506                                 6      7.524     0.000        7.524 <none> (D)  
            m3   ka_2x2_1023_3507                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023_3508                                 7      8.208     0.000        8.208 <none> (D)  
          m2     ka_4x4_255_953                                  40     74.214     0.000       74.214 <none> (D)  
            m1   ka_2x2_1023_3509                                 6      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3510                                 6      7.524     0.000        7.524 <none> (D)  
            m3   ka_2x2_1023_3511                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023_3512                                 7      8.208     0.000        8.208 <none> (D)  
          m3     ka_4x4_255_954                                  42     75.582     0.000       75.582 <none> (D)  
            m1   ka_2x2_1023_3513                                 7      8.208     0.000        8.208 <none> (D)  
            m2   ka_2x2_1023_3514                                 7      8.208     0.000        8.208 <none> (D)  
            m3   ka_2x2_1023_3515                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023_3516                                 7      8.208     0.000        8.208 <none> (D)  
          m4     ka_4x4_255_955                                  42     75.582     0.000       75.582 <none> (D)  
            m1   ka_2x2_1023_3517                                 7      8.208     0.000        8.208 <none> (D)  
            m2   ka_2x2_1023_3518                                 7      8.208     0.000        8.208 <none> (D)  
            m3   ka_2x2_1023_3519                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023_3520                                 7      8.208     0.000        8.208 <none> (D)  
      m3_32      ka_16x16_33                                    356    787.968     0.000      787.968 <none> (D)  
        i1       ka_8x8_1051                                      1      1.368     0.000        1.368 <none> (D)  
          m4     ka_4x4_3_1016                                    1      1.368     0.000        1.368 <none> (D)  
            m4   ka_2x2_1023_3524                                 1      1.368     0.000        1.368 <none> (D)  
        i2       ka_8x8_63_1093                                  83    189.810     0.000      189.810 <none> (D)  
          m1     ka_4x4_255_956                                   1      1.368     0.000        1.368 <none> (D)  
            m4   ka_2x2_1023_3528                                 1      1.368     0.000        1.368 <none> (D)  
          m2     ka_4x4_255_957                                  21     41.724     0.000       41.724 <none> (D)  
            m1   ka_2x2_1023_3529                                 5      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3530                                 6      7.524     0.000        7.524 <none> (D)  
          m3     ka_4x4_255_958                                  21     41.724     0.000       41.724 <none> (D)  
            m1   ka_2x2_1023_3533                                 5      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3534                                 6      7.524     0.000        7.524 <none> (D)  
          m4     ka_4x4_255_959                                  26     57.798     0.000       57.798 <none> (D)  
            m1   ka_2x2_1023_3537                                 6      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3538                                 6      7.524     0.000        7.524 <none> (D)  
        i3       ka_8x8_1036                                     60    118.332     0.000      118.332 <none> (D)  
          m2     ka_4x4_3_999                                    24     44.460     0.000       44.460 <none> (D)  
            m1   ka_2x2_14_3634                                   1      1.368     0.000        1.368 <none> (D)  
            m2   ka_2x2_1023_3541                                 5      7.524     0.000        7.524 <none> (D)  
            m3   ka_2x2_14_3698                                   2      2.736     0.000        2.736 <none> (D)  
            m4   ka_2x2_1023_3542                                 7      8.208     0.000        8.208 <none> (D)  
          m4     ka_4x4_3_1031                                   29     54.720     0.000       54.720 <none> (D)  
            m1   ka_2x2_14_3602                                   2      2.736     0.000        2.736 <none> (D)  
            m2   ka_2x2_1023_3543                                 7      8.208     0.000        8.208 <none> (D)  
            m3   ka_2x2_14_3666                                   2      2.736     0.000        2.736 <none> (D)  
            m4   ka_2x2_1023_3544                                 7      8.208     0.000        8.208 <none> (D)  
        i4       ka_8x8_63_1094                                 190    390.222     0.000      390.222 <none> (D)  
          m1     ka_4x4_255_960                                  40     74.214     0.000       74.214 <none> (D)  
            m1   ka_2x2_1023_3545                                 6      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3546                                 6      7.524     0.000        7.524 <none> (D)  
            m3   ka_2x2_1023_3547                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023_3548                                 7      8.208     0.000        8.208 <none> (D)  
          m2     ka_4x4_255_961                                  40     74.214     0.000       74.214 <none> (D)  
            m1   ka_2x2_1023_3549                                 6      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3550                                 6      7.524     0.000        7.524 <none> (D)  
            m3   ka_2x2_1023_3551                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023_3552                                 7      8.208     0.000        8.208 <none> (D)  
          m3     ka_4x4_255_962                                  42     75.582     0.000       75.582 <none> (D)  
            m1   ka_2x2_1023_3553                                 7      8.208     0.000        8.208 <none> (D)  
            m2   ka_2x2_1023_3554                                 7      8.208     0.000        8.208 <none> (D)  
            m3   ka_2x2_1023_3555                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023_3556                                 7      8.208     0.000        8.208 <none> (D)  
          m4     ka_4x4_255_963                                  42     75.582     0.000       75.582 <none> (D)  
            m1   ka_2x2_1023_3557                                 7      8.208     0.000        8.208 <none> (D)  
            m2   ka_2x2_1023_3558                                 7      8.208     0.000        8.208 <none> (D)  
            m3   ka_2x2_1023_3559                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023_3560                                 7      8.208     0.000        8.208 <none> (D)  
      m4_32      ka_16x16_32                                    356    787.968     0.000      787.968 <none> (D)  
        i1       ka_8x8_1050                                      1      1.368     0.000        1.368 <none> (D)  
          m4     ka_4x4_3_1017                                    1      1.368     0.000        1.368 <none> (D)  
            m4   ka_2x2_1023_3564                                 1      1.368     0.000        1.368 <none> (D)  
        i2       ka_8x8_63_1095                                  83    189.810     0.000      189.810 <none> (D)  
          m1     ka_4x4_255_964                                   1      1.368     0.000        1.368 <none> (D)  
            m4   ka_2x2_1023_3568                                 1      1.368     0.000        1.368 <none> (D)  
          m2     ka_4x4_255_965                                  21     41.724     0.000       41.724 <none> (D)  
            m1   ka_2x2_1023_3569                                 5      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3570                                 6      7.524     0.000        7.524 <none> (D)  
          m3     ka_4x4_255_966                                  21     41.724     0.000       41.724 <none> (D)  
            m1   ka_2x2_1023_3573                                 5      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3574                                 6      7.524     0.000        7.524 <none> (D)  
          m4     ka_4x4_255_967                                  26     57.798     0.000       57.798 <none> (D)  
            m1   ka_2x2_1023_3577                                 6      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3578                                 6      7.524     0.000        7.524 <none> (D)  
        i3       ka_8x8_1035                                     60    118.332     0.000      118.332 <none> (D)  
          m2     ka_4x4_3_1000                                   24     44.460     0.000       44.460 <none> (D)  
            m1   ka_2x2_14_3633                                   1      1.368     0.000        1.368 <none> (D)  
            m2   ka_2x2_1023_3581                                 5      7.524     0.000        7.524 <none> (D)  
            m3   ka_2x2_14_3697                                   2      2.736     0.000        2.736 <none> (D)  
            m4   ka_2x2_1023_3582                                 7      8.208     0.000        8.208 <none> (D)  
          m4     ka_4x4_3_1032                                   29     54.720     0.000       54.720 <none> (D)  
            m1   ka_2x2_14_3601                                   2      2.736     0.000        2.736 <none> (D)  
            m2   ka_2x2_1023_3583                                 7      8.208     0.000        8.208 <none> (D)  
            m3   ka_2x2_14_3665                                   2      2.736     0.000        2.736 <none> (D)  
            m4   ka_2x2_1023_3584                                 7      8.208     0.000        8.208 <none> (D)  
        i4       ka_8x8_63                                      190    390.222     0.000      390.222 <none> (D)  
          m1     ka_4x4_255_968                                  40     74.214     0.000       74.214 <none> (D)  
            m1   ka_2x2_1023_3585                                 6      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3586                                 6      7.524     0.000        7.524 <none> (D)  
            m3   ka_2x2_1023_3587                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023_3588                                 7      8.208     0.000        8.208 <none> (D)  
          m2     ka_4x4_255_969                                  40     74.214     0.000       74.214 <none> (D)  
            m1   ka_2x2_1023_3589                                 6      7.524     0.000        7.524 <none> (D)  
            m2   ka_2x2_1023_3590                                 6      7.524     0.000        7.524 <none> (D)  
            m3   ka_2x2_1023_3591                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023_3592                                 7      8.208     0.000        8.208 <none> (D)  
          m3     ka_4x4_255_970                                  42     75.582     0.000       75.582 <none> (D)  
            m1   ka_2x2_1023_3593                                 7      8.208     0.000        8.208 <none> (D)  
            m2   ka_2x2_1023_3594                                 7      8.208     0.000        8.208 <none> (D)  
            m3   ka_2x2_1023_3595                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023_3596                                 7      8.208     0.000        8.208 <none> (D)  
          m4     ka_4x4_255                                      42     75.582     0.000       75.582 <none> (D)  
            m1   ka_2x2_1023_3597                                 7      8.208     0.000        8.208 <none> (D)  
            m2   ka_2x2_1023_3598                                 7      8.208     0.000        8.208 <none> (D)  
            m3   ka_2x2_1023_3599                                 7      8.208     0.000        8.208 <none> (D)  
            m4   ka_2x2_1023                                      7      8.208     0.000        8.208 <none> (D)  
  (D) = wireload is default in technology library
