============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.10-p002_1
  Generated on:           Jul 18 2023  10:24:39 pm
  Module:                 NTTN
  Technology library:     fast_vdd1v0 1.0
  Operating conditions:   PVT_1P1V_0C (balanced_tree)
  Wireload mode:          enclosed
  Area mode:              timing library
============================================================

         Instance                          Module                  Cell Count   Cell Area  Net Area   Total Area   Wireload  
-----------------------------------------------------------------------------------------------------------------------------
NTTN                                                                   407920 1897370.514     0.000  1897370.514 <none> (D)  
          FA_LOOP[44].fau FA_172                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[45].fau FA_173                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[46].fau FA_174                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[47].fau FA_175                                            1       3.762     0.000        3.762 <none> (D)  
        CSA_LOOP[1].csau  CSA_3                                            32     142.272     0.000      142.272 <none> (D)  
          FA_LOOP[17].fau FA_209                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[18].fau FA_210                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[19].fau FA_211                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[20].fau FA_212                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[21].fau FA_213                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[22].fau FA_214                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[23].fau FA_215                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[24].fau FA_216                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[25].fau FA_217                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[26].fau FA_218                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[27].fau FA_219                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[28].fau FA_220                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[29].fau FA_221                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[30].fau FA_222                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[31].fau FA_223                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[32].fau FA_224                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[33].fau FA_225                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[34].fau FA_226                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[35].fau FA_227                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[36].fau FA_228                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[37].fau FA_229                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[38].fau FA_230                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[39].fau FA_231                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[40].fau FA_232                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[41].fau FA_233                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[42].fau FA_234                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[43].fau FA_235                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[44].fau FA_236                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[45].fau FA_237                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[46].fau FA_238                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[47].fau FA_239                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[48].fau FA_240                                            1       3.762     0.000        3.762 <none> (D)  
      mr                  ModRed_1                                       1035    4485.330     0.000     4485.330 <none> (D)  
        genblk1[0].mrs    ka_ModRed_sub_CURR_DATA64_NEXT_DATA55_1         281    1220.256     0.000     1220.256 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_4                                   44      64.296     0.000       64.296 <none> (D)  
        genblk1[1].mrs    ka_ModRed_sub_CURR_DATA55_NEXT_DATA46_1         245    1078.668     0.000     1078.668 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_5                                   44      64.296     0.000       64.296 <none> (D)  
        genblk1[2].mrs    ka_ModRed_sub_CURR_DATA46_NEXT_DATA37_1         211     928.530     0.000      928.530 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_6                                   43      62.928     0.000       62.928 <none> (D)  
        mrsl              ka_ModRed_sub_CURR_DATA37_NEXT_DATA34_1         196     805.068     0.000      805.068 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_7                                   40      58.824     0.000       58.824 <none> (D)  
    unit00                ShiftReg_SHIFT12_DATA32_1                       385    2364.588     0.000     2364.588 <none> (D)  
  BRAM_GEN_BLOCK[1].bd01  BRAM_DLEN32_HLEN9_3                           29090  147585.312     0.000   147585.312 <none> (D)  
  BRAM_GEN_BLOCK[1].bd00  BRAM_DLEN32_HLEN9_2                           28841  147011.094     0.000   147011.094 <none> (D)  
  NTT2_GEN_BLOCK[2].nttu  NTT2_2                                         4224   16025.778     0.000    16025.778 <none> (D)  
    mm                    ModMult_2                                      3372   11959.740     0.000    11959.740 <none> (D)  
      im                  intMult_2                                      2337    7474.410     0.000     7474.410 <none> (D)  
        CSA_LOOP[0].csau  CSA_4                                            32     142.272     0.000      142.272 <none> (D)  
          FA_LOOP[16].fau FA_272                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[17].fau FA_273                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[18].fau FA_274                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[19].fau FA_275                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[20].fau FA_276                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[21].fau FA_277                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[22].fau FA_278                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[23].fau FA_279                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[24].fau FA_280                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[25].fau FA_281                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[26].fau FA_282                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[27].fau FA_283                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[28].fau FA_284                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[29].fau FA_285                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[30].fau FA_286                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[31].fau FA_287                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[32].fau FA_288                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[33].fau FA_289                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[34].fau FA_290                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[35].fau FA_291                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[36].fau FA_292                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[37].fau FA_293                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[38].fau FA_294                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[39].fau FA_295                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[40].fau FA_296                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[41].fau FA_297                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[42].fau FA_298                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[43].fau FA_299                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[44].fau FA_300                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[45].fau FA_301                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[46].fau FA_302                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[47].fau FA_303                                            1       3.762     0.000        3.762 <none> (D)  
        CSA_LOOP[1].csau  CSA_5                                            32     142.272     0.000      142.272 <none> (D)  
          FA_LOOP[17].fau FA_337                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[18].fau FA_338                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[19].fau FA_339                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[20].fau FA_340                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[21].fau FA_341                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[22].fau FA_342                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[23].fau FA_343                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[24].fau FA_344                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[25].fau FA_345                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[26].fau FA_346                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[27].fau FA_347                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[28].fau FA_348                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[29].fau FA_349                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[30].fau FA_350                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[31].fau FA_351                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[32].fau FA_352                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[33].fau FA_353                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[34].fau FA_354                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[35].fau FA_355                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[36].fau FA_356                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[37].fau FA_357                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[38].fau FA_358                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[39].fau FA_359                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[40].fau FA_360                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[41].fau FA_361                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[42].fau FA_362                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[43].fau FA_363                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[44].fau FA_364                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[45].fau FA_365                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[46].fau FA_366                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[47].fau FA_367                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[48].fau FA_368                                            1       3.762     0.000        3.762 <none> (D)  
      mr                  ModRed_2                                       1035    4485.330     0.000     4485.330 <none> (D)  
        genblk1[0].mrs    ka_ModRed_sub_CURR_DATA64_NEXT_DATA55_2         281    1220.256     0.000     1220.256 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_8                                   44      64.296     0.000       64.296 <none> (D)  
        genblk1[1].mrs    ka_ModRed_sub_CURR_DATA55_NEXT_DATA46_2         245    1078.668     0.000     1078.668 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_9                                   44      64.296     0.000       64.296 <none> (D)  
        genblk1[2].mrs    ka_ModRed_sub_CURR_DATA46_NEXT_DATA37_2         211     928.530     0.000      928.530 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_10                                  43      62.928     0.000       62.928 <none> (D)  
        mrsl              ka_ModRed_sub_CURR_DATA37_NEXT_DATA34_2         196     805.068     0.000      805.068 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_11                                  40      58.824     0.000       58.824 <none> (D)  
    unit00                ShiftReg_SHIFT12_DATA32_2                       385    2364.588     0.000     2364.588 <none> (D)  
  BRAM_GEN_BLOCK[0].bt00  BRAM_DLEN32_HLEN11                            38008  158692.788     0.000   158692.788 <none> (D)  
  BRAM_GEN_BLOCK[2].bt00  BRAM_DLEN32_HLEN11_2                          37966  158581.296     0.000   158581.296 <none> (D)  
  BRAM_GEN_BLOCK[3].bd01  BRAM_DLEN32_HLEN9_7                           28841  146792.214     0.000   146792.214 <none> (D)  
  NTT2_GEN_BLOCK[3].nttu  NTT2_3                                         4224   16024.752     0.000    16024.752 <none> (D)  
    mm                    ModMult_3                                      3372   11959.056     0.000    11959.056 <none> (D)  
      im                  intMult_3                                      2337    7473.726     0.000     7473.726 <none> (D)  
        CSA_LOOP[0].csau  CSA_6                                            32     142.272     0.000      142.272 <none> (D)  
          FA_LOOP[16].fau FA_400                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[17].fau FA_401                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[18].fau FA_402                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[19].fau FA_403                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[20].fau FA_404                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[21].fau FA_405                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[22].fau FA_406                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[23].fau FA_407                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[24].fau FA_408                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[25].fau FA_409                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[26].fau FA_410                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[27].fau FA_411                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[28].fau FA_412                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[29].fau FA_413                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[30].fau FA_414                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[31].fau FA_415                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[32].fau FA_416                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[33].fau FA_417                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[34].fau FA_418                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[35].fau FA_419                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[36].fau FA_420                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[37].fau FA_421                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[38].fau FA_422                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[39].fau FA_423                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[40].fau FA_424                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[41].fau FA_425                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[42].fau FA_426                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[43].fau FA_427                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[44].fau FA_428                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[45].fau FA_429                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[46].fau FA_430                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[47].fau FA_431                                            1       3.762     0.000        3.762 <none> (D)  
        CSA_LOOP[1].csau  CSA_1                                            32     142.272     0.000      142.272 <none> (D)  
          FA_LOOP[17].fau FA_465                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[18].fau FA_466                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[19].fau FA_467                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[20].fau FA_468                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[21].fau FA_469                                            1       3.762     0.000        3.762 <none> (D)  
